7600	36
7601	36
7602	36
7603	36
7604	36
7605	36
7606	36
7609	36
7610	36
7611	36
7612	36
7613	36
7616	36
7617	36
7618	36
7620	36
7621	36
7622	36
7624	36
7626	36
7630	36
7631	36
7632	36
7633	36
7634	36
7637	36
7638	36
7640	36
7644	36
7645	36
7646	36
7648	36
7650	36
7652	36
7653	36
7654	36
7655	36
7656	36
7657	36
7658	36
7660	36
7662	36
7663	36
7664	36
7665	36
7666	36
7668	36
7669	36
7670	36
7671	36
7673	36
7675	36
7678	36
7681	36
7683	36
7684	36
7685	36
7690	36
7691	36
7692	36
7693	36
7694	36
7695	36
7696	36
7697	36
7698	36
7700	36
7701	36
7703	36
7704	36
7705	36
7707	36
7709	36
7710	36
7711	36
7713	36
7716	36
7717	36
7718	36
7719	36
7720	36
7721	36
7724	36
7725	36
7727	36
7728	36
7729	36
7730	36
7734	36
7737	36
7738	36
7739	36
7740	36
7742	36
7743	36
7744	36
7745	36
7746	36
7748	36
7749	36
7751	36
7752	36
7753	36
7757	36
7759	36
7760	36
7762	36
7763	36
7766	36
7768	36
7769	36
7770	36
7773	36
7775	36
7776	36
7777	36
7778	36
7779	36
7780	36
7781	36
7782	36
7784	36
7785	36
7788	36
7791	36
7800	36
7803	36
7805	36
7807	36
7810	36
7812	36
7813	36
7814	36
7816	36
7817	36
7818	36
7819	36
7820	36
7821	36
7822	36
7824	36
7826	36
7830	36
7831	36
7832	36
7833	36
7834	36
7835	36
7836	36
7837	36
7838	36
7840	36
7841	36
7842	36
7844	36
7845	36
7846	36
7848	36
7851	36
7852	36
7853	36
7855	36
7858	36
7859	36
7860	36
7861	36
7862	36
7863	36
7864	36
7866	36
7867	36
7869	36
7872	36
7874	36
7876	36
7877	36
7878	36
7879	36
7880	36
7882	36
7884	36
7886	36
7887	36
7888	36
7890	36
7893	36
7894	36
7898	36
7899	36
7900	36
7903	36
7904	36
7905	36
7906	36
7907	36
7909	36
7910	36
7912	36
7913	36
7914	36
7915	36
7916	36
7917	36
7918	36
7920	36
7921	36
7922	36
7923	36
7924	36
7926	36
7927	36
7928	36
7930	36
7932	36
7935	36
7937	36
7939	36
7942	36
7946	36
7947	36
7949	36
7950	36
7951	36
7952	36
7955	36
7958	36
7959	36
7960	36
7962	36
7964	36
7965	36
7966	36
7967	36
7968	36
7970	36
7971	36
7972	36
7973	36
7974	36
7975	36
7976	36
7977	36
7978	36
7979	36
7980	36
7981	36
7982	36
7983	36
7985	36
7987	36
7989	36
7993	36
7994	36
7996	36
7997	36
7998	36
8000	36
8001	36
8002	36
8004	36
8005	36
8007	36
8008	36
8009	36
8010	36
8012	36
8013	36
8014	36
8015	36
8019	36
8021	36
8023	36
8025	36
8026	36
8030	36
8031	36
8032	36
8034	36
8035	36
8041	36
8043	36
8045	36
8046	36
8047	36
8048	36
8049	36
8052	36
8054	36
8055	36
8056	36
8057	36
8058	36
8059	36
8060	36
8062	36
8065	36
8069	36
8070	36
8071	36
8072	36
8073	36
8075	36
8077	36
8078	36
8079	36
8080	36
8081	36
8082	36
8084	36
8087	36
8088	36
8089	36
8090	36
8091	36
8093	36
8094	36
8097	36
8099	36
8100	36
8103	36
8108	36
8109	36
8110	36
8113	36
8114	36
8116	36
8118	36
8120	36
8121	36
8122	36
8123	36
8129	36
8131	36
8132	36
8133	36
8134	36
8135	36
8137	36
8140	36
8141	36
8142	36
8143	36
8144	36
8145	36
8148	36
8150	36
8151	36
8152	36
8153	36
8154	36
8155	36
8156	36
8157	36
8158	36
8159	36
8161	36
8162	36
8165	36
8166	36
8167	36
8168	36
8170	36
8174	36
8175	36
8176	36
8177	36
8188	36
8191	36
8192	36
8194	36
8195	36
8196	36
8197	36
8198	36
8199	36
8200	36
8202	36
8203	36
8205	36
8206	36
8209	36
8210	36
8211	36
8212	36
8213	36
8214	36
8217	36
8218	36
8219	36
8220	36
8221	36
8224	36
8225	36
8226	36
8227	36
8228	36
8229	36
8230	36
8231	36
8232	36
8233	36
8235	36
8238	36
8239	36
8242	36
8243	36
8247	36
8248	36
8250	36
8251	36
8252	36
8253	36
8254	36
8255	36
8257	36
8258	36
8260	36
8263	36
8264	36
8266	36
8267	36
8274	36
8276	36
8278	36
8279	36
8280	36
8282	36
8283	36
8284	36
8287	36
8288	36
8289	36
8290	36
8291	36
8292	36
8293	36
8294	36
8295	36
8298	36
8300	36
8301	36
8304	36
8305	36
8309	36
8311	36
8312	36
8314	36
8315	36
8317	36
8318	36
8322	36
8323	36
8324	36
8325	36
8328	36
8329	36
8330	36
8331	36
8332	36
8333	36
8334	36
8335	36
8337	36
8339	36
8342	36
8343	36
8344	36
8345	36
8346	36
8350	36
8351	36
8354	36
8356	36
8359	36
8362	36
8363	36
8365	36
8367	36
8368	36
8369	36
8370	36
8371	36
8372	36
8373	36
8374	36
8375	36
8377	36
8378	36
8379	36
8380	36
8381	36
8383	36
8384	36
8385	36
8386	36
8387	36
8388	36
8389	36
8390	36
8391	36
8393	36
8394	36
8395	36
8399	36
8402	36
8403	36
8405	36
8406	36
8409	36
8410	36
8413	36
8414	36
8415	36
8418	36
8419	36
8420	36
8421	36
8422	36
8423	36
8427	36
8429	36
8430	36
8431	36
8432	36
8433	36
8434	36
8435	36
8436	36
8437	36
8439	36
8440	36
8441	36
8443	36
8444	36
8445	36
8446	36
8448	36
8449	36
8450	36
8451	36
8453	36
8454	36
8455	36
8456	36
8457	36
8458	36
8459	36
8462	36
8464	36
8465	36
8466	36
8468	36
8469	36
8470	36
8471	36
8472	36
8476	36
8479	36
8480	36
8481	36
8482	36
8483	36
8484	36
8485	36
8486	36
8487	36
8488	36
8489	36
8490	36
8492	36
8493	36
8494	36
8495	36
8497	36
8498	36
8499	36
